# time,x(N),y(E),z(D),psi
6.024105181721090219e+00,2.595417117403850060e+00,-2.304770885088319954e+00,-2.827854083793170048e+00,-7.983164661089270364e-01
6.062716765294400290e+00,2.624732160687679894e+00,-2.236831315037060008e+00,-2.764586829547170055e+00,-7.905701084536099765e-01
6.101328348867710361e+00,2.651572674853530209e+00,-2.165829659709740174e+00,-2.700879227048739839e+00,-7.833151733794520011e-01
6.139939932441020431e+00,2.676129989207610027e+00,-2.091840237753670007e+00,-2.637089666654679920e+00,-7.761740928233920034e-01
6.178551516014329614e+00,2.698550130576809813e+00,-2.014951757039559865e+00,-2.573518307105779890e+00,-7.688695635461350042e-01
6.217163099587639685e+00,2.718933317634039781e+00,-1.935270088778960007e+00,-2.510418550400689952e+00,-7.613440048938689975e-01
6.255774683160949756e+00,2.737345878233030216e+00,-1.852908006272719899e+00,-2.448012905924509930e+00,-7.535244039905879543e-01
6.294386266734259827e+00,2.753822663679180049e+00,-1.767989555395250045e+00,-2.386497812630839821e+00,-7.454380214243000458e-01
6.332997850307569898e+00,2.768377224855319785e+00,-1.680643277466149943e+00,-2.326052887079120168e+00,-7.370687358238450226e-01
6.371609433880879969e+00,2.781003893919539838e+00,-1.591006387934359889e+00,-2.266842435582260062e+00,-7.284551737702299468e-01
6.410221017454190040e+00,2.791685259300340061e+00,-1.499219913325579912e+00,-2.209021042588379835e+00,-7.195926547116330285e-01
6.448832601027490341e+00,2.800393387708710158e+00,-1.405432197738619937e+00,-2.152733619328139891e+00,-7.105131690981529857e-01
6.487444184600800412e+00,2.807105059113339962e+00,-1.309795187692530005e+00,-2.098119923041379842e+00,-7.043553102979619451e-01
6.526055768174109595e+00,2.811874191047770033e+00,-1.212466356174140003e+00,-2.045321303751979958e+00,-6.993811634257930399e-01
6.564667351747419666e+00,2.814788095015179792e+00,-1.113603076898870059e+00,-1.994474351681289948e+00,-6.961469205428080231e-01
6.603278935320729737e+00,2.815971692476579857e+00,-1.013362457008510020e+00,-1.945710692778459983e+00,-6.967269911519700099e-01
6.641890518894039808e+00,2.815647783489859890e+00,-9.118959552422000181e-01,-1.899161126345910056e+00,-6.999374122957829902e-01
6.680502102467349879e+00,2.814078332133580052e+00,-8.093509835105670014e-01,-1.854947712946229954e+00,-7.055093385957990071e-01
6.719113686040659950e+00,2.811544666217280053e+00,-7.058704901624309747e-01,-1.813182997616249903e+00,-7.127336021083190420e-01
6.757725269613970021e+00,2.808313249237480047e+00,-6.015958530871049481e-01,-1.773970021385739892e+00,-7.205007082871369706e-01
6.796336853187280092e+00,2.804602019116809952e+00,-4.966686147236710203e-01,-1.737404140084600090e+00,-7.287950582036479830e-01
6.834948436760590162e+00,2.800584229956310178e+00,-3.912316924773550086e-01,-1.703576589534349983e+00,-7.367951970235919745e-01
6.873560020333900233e+00,2.796373514607109811e+00,-2.854305013254490042e-01,-1.672575447228439982e+00,-7.448148657036880449e-01
6.912171603907210304e+00,2.792045725347629848e+00,-1.794127604677840104e-01,-1.644487477834640110e+00,-7.525623245613499712e-01
6.950783187480520375e+00,2.787640840395829933e+00,-7.332877987859880153e-02,-1.619397380528089903e+00,-7.603032369476050434e-01
6.989394771053829558e+00,2.783183754576819879e+00,3.266913566157639975e-02,-1.597388139327609924e+00,-7.682191336958370531e-01
7.028006354627139629e+00,2.778696814851639996e+00,1.384270430144859954e-01,-1.578540151892579901e+00,-7.763385011036140204e-01
7.066617938200449700e+00,2.774210453565700174e+00,2.437897753339360041e-01,-1.562930901019029983e+00,-7.855239583177520135e-01
7.105229521773759771e+00,2.769802372807860014e+00,3.486026378430689965e-01,-1.550634809883489895e+00,-7.954901876107209890e-01
7.143841105347069842e+00,2.765561394337530121e+00,4.527097566426809827e-01,-1.541722159738939890e+00,-8.061921724251710497e-01
7.182452688920379913e+00,2.761561961752259986e+00,5.559531432656129590e-01,-1.536260442952519956e+00,-8.171090009372069529e-01
7.221064272493689984e+00,2.757830558066039828e+00,6.581714180669759884e-01,-1.534311774789079985e+00,-8.283406185152819567e-01
7.259675856067000055e+00,2.754344265963240002e+00,7.592007081756050324e-01,-1.535937247945720063e+00,-8.385007525391060534e-01
7.298287439640310126e+00,2.750818414779800047e+00,8.588670832045529613e-01,-1.541189636650180050e+00,-8.460578753137140140e-01
7.336899023213620197e+00,2.746888498448369909e+00,9.569930297459959823e-01,-1.550120170503330064e+00,-8.525320736240710184e-01
7.375510606786930268e+00,2.742162478083240096e+00,1.053391734725459994e+00,-1.562790204257840099e+00,-8.567352052268789597e-01
7.414122190360240339e+00,2.736078940773090107e+00,1.147851122070659979e+00,-1.579267885932980064e+00,-8.574079281734430236e-01
7.452733773933550410e+00,2.728120720932309951e+00,1.240132423888220092e+00,-1.599616636460490016e+00,-8.544755850772960404e-01
7.491345357506859592e+00,2.717868312580709933e+00,1.329975669039300090e+00,-1.623864771688880104e+00,-8.472425033330469590e-01
7.529956941080169663e+00,2.705062027573020167e+00,1.417115784991010097e+00,-1.652002668748900005e+00,-8.371839315272829873e-01
7.568568524653469964e+00,2.689568383441040211e+00,1.501297700292780091e+00,-1.683978084562949951e+00,-8.257051217202330262e-01
7.607180108226780035e+00,2.671291532233199817e+00,1.582285213724970108e+00,-1.719684316238859978e+00,-8.136634622387579618e-01
7.645791691800090106e+00,2.650136565785900178e+00,1.659872747738909915e+00,-1.758949653070869923e+00,-8.018449154045139693e-01
7.684403275373400177e+00,2.625968891604789857e+00,1.733896239114750104e+00,-1.801523473867080005e+00,-7.909243815651050280e-01
7.723014858946710248e+00,2.598589600698610003e+00,1.804244695379219943e+00,-1.847063476195700105e+00,-7.816365838326749804e-01
